2025-03-01 10:24:53 - your language is: english,
2025-03-01 10:25:11 - Ring jumped! voltage: 305.0 -> 8.0,
2025-03-01 10:25:23 - your language is: arabic,
2025-03-01 10:25:28 - your language is: hebrew,
2025-03-01 10:25:45 - Ring jumped! voltage: 129.0 -> 8.0,
2025-03-01 10:25:46 - your language is: english,
2025-03-01 10:26:09 - your language is: arabic,
2025-03-01 10:26:10 - your language is: hebrew,
2025-03-01 10:26:13 - Ring jumped! voltage: 250.0 -> 8.0,
2025-03-01 10:26:49 - Ring jumped! voltage: 286.0 -> 9.0,
2025-03-01 10:27:17 - your language is: english,
2025-03-01 10:27:37 - Ring jumped! voltage: 265.0 -> 7.0,
2025-03-01 10:29:01 - Ring jumped! voltage: 297.0 -> 9.0,
2025-03-01 10:29:20 - your language is: arabic,
2025-03-01 10:29:22 - your language is: hebrew,
2025-03-01 10:29:22 - your language is: english,
2025-03-01 10:29:22 - your language is: arabic,
2025-03-01 10:29:23 - your language is: hebrew,
2025-03-01 10:29:23 - your language is: english,
2025-03-01 10:29:23 - your language is: arabic,
2025-03-01 10:29:23 - your language is: hebrew,
2025-03-01 10:29:23 - your language is: english,
2025-03-01 10:29:24 - your language is: arabic,
2025-03-01 10:29:28 - your language is: hebrew,
2025-03-01 10:29:32 - your language is: english,
2025-03-01 10:29:32 - Ring jumped! voltage: 124.0 -> 8.0,
2025-03-01 10:29:36 - your language is: arabic,
2025-03-01 10:29:52 - Ring jumped! voltage: 235.0 -> 5.0,
2025-03-01 10:29:55 - your language is: hebrew,
2025-03-01 10:30:16 - your language is: english,
2025-03-01 10:30:18 - Ring jumped! voltage: 267.0 -> 6.0,
2025-03-01 10:30:32 - your language is: arabic,
2025-03-01 10:30:55 - Ring jumped! voltage: 275.0 -> 7.0,
2025-03-01 10:32:23 - Ring jumped! voltage: 299.0 -> 9.0,
2025-03-01 10:32:27 - your language is: hebrew,
2025-03-01 10:33:24 - Ring jumped! voltage: 295.0 -> 7.0,
2025-03-01 10:34:24 - Ring jumped! voltage: 290.0 -> 2.0,
2025-03-01 10:40:17 - Ring jumped! voltage: 301.0 -> 4.0,
2025-03-01 10:44:16 - Ring jumped! voltage: 301.0 -> 4.0,
2025-03-01 10:44:21 - Ring jumped! voltage: 71.0 -> 9.0,
2025-03-01 10:44:24 - your language is: english,
2025-03-01 10:44:31 - your language is: arabic,
2025-03-01 10:44:37 - your language is: hebrew,
2025-03-01 10:44:44 - your language is: english,
2025-03-01 10:44:53 - your language is: arabic,
2025-03-01 10:44:55 - your language is: hebrew,
2025-03-01 10:44:57 - your language is: english,
2025-03-01 10:45:10 - your language is: arabic,
2025-03-01 10:45:13 - your language is: hebrew,
2025-03-01 10:45:13 - your language is: english,
2025-03-01 10:45:13 - your language is: arabic,
2025-03-01 10:45:14 - your language is: hebrew,
2025-03-01 10:45:14 - your language is: english,
2025-03-01 10:45:14 - your language is: arabic,
2025-03-01 10:45:14 - your language is: hebrew,
2025-03-01 10:45:14 - your language is: english,
2025-03-01 10:45:14 - your language is: arabic,
2025-03-01 10:45:14 - your language is: hebrew,
2025-03-01 10:45:15 - your language is: english,
2025-03-01 10:45:16 - your language is: arabic,
2025-03-01 10:45:16 - your language is: hebrew,
2025-03-01 10:45:24 - Ring jumped! voltage: 128.0 -> 9.0,
2025-03-01 10:46:46 - your language is: english,
2025-03-01 10:46:46 - your language is: arabic,
2025-03-01 10:46:47 - your language is: hebrew,
2025-03-01 10:46:49 - your language is: english,
2025-03-01 10:53:10 - Ring jumped! voltage: 302.0 -> 3.0,
2025-03-01 10:53:24 - your language is: arabic,
2025-03-01 10:53:25 - your language is: hebrew,
2025-03-01 10:53:26 - your language is: english,
2025-03-01 10:53:27 - your language is: arabic,
2025-03-01 10:53:27 - your language is: hebrew,
2025-03-01 10:53:28 - your language is: english,
2025-03-01 10:53:28 - your language is: arabic,
